YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_NKT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT
1987,2,16,2.09,3.81,0.4,0.59,252.4,0.99,-999
1987,2,17,2.51,3.8,0.48,0.7,261.6,1.17,-999
1987,2,18,3.51,3.86,0.66,0.97,239.9,1.58,-999
1987,2,19,3.45,3.96,0.63,0.94,233.9,1.57,-999
1987,2,20,4.09,4.09,0.74,1.09,226.3,1.82,-999
1987,2,21,3.66,4.05,0.66,0.96,236.8,1.65,-999
1987,2,22,1.43,3.93,0.25,0.37,270.2,0.69,-999
1987,2,23,3.3,4.2,0.58,0.84,243,1.5,-999
1987,2,24,4.07,4.26,0.7,1.02,227.1,1.8,-999
1987,2,25,4.13,4.27,0.7,1.02,232,1.85,-999
1987,2,26,3.8,4.32,0.64,0.92,238.5,1.71,-999
1987,2,27,3.72,4.26,0.62,0.88,256.3,1.7,-999
1987,2,28,1,4.47,0.16,0.23,272.4,0.53,-999
1987,3,1,1.83,4.47,0.3,0.42,289.6,0.88,-999
1987,3,2,1.9,4.47,0.3,0.43,295.3,0.94,-999
1987,3,3,2.43,4.48,0.38,0.54,278.9,1.16,-999
1987,3,4,3.95,4.43,0.62,0.87,281.2,1.79,-999
1987,3,5,4.09,4.72,0.63,0.89,277.6,1.87,-999
1987,3,6,4.25,4.68,0.66,0.91,285.1,1.94,-999
1987,3,7,4.33,4.65,0.66,0.91,290.8,1.97,-999
1987,3,8,4.58,4.64,0.69,0.95,307.7,2.13,-999
1987,3,9,3.06,4.88,0.45,0.62,289.6,1.42,-999
1987,3,10,4.51,5,0.66,0.91,260,2.07,-999
1987,3,11,3.58,4.94,0.52,0.71,265.5,1.68,-999
1987,3,12,4.11,4.87,0.59,0.8,286.4,1.91,-999
1987,3,13,4.58,5,0.65,0.88,279.2,2.08,-999
1987,3,14,3.53,5.14,0.5,0.67,303.7,1.7,-999
1987,3,15,5.05,5.22,0.7,0.95,268.4,2.32,-999
1987,3,16,4.92,5.2,0.68,0.91,262.1,2.26,-999
1987,3,17,5.06,5.22,0.69,0.93,256.4,2.31,-999
1987,3,18,5.33,5.4,0.72,0.96,261.4,2.44,-999
1987,3,19,5.3,5.49,0.71,0.95,258.3,2.44,-999
1987,3,20,4.18,5.41,0.55,0.73,263,1.96,-999
1987,3,21,5.06,5.4,0.66,0.88,284.9,2.3,-999
1987,3,22,5.48,5.49,0.71,0.94,270.2,2.5,-999
1987,3,23,5.75,5.76,0.74,0.98,262.8,2.62,-999
1987,3,24,5.85,5.85,0.74,0.98,269.5,2.64,-999
1987,3,25,3.06,5.77,0.38,0.51,325.7,1.51,-999
1987,3,26,1.47,5.6,0.19,0.24,327.4,0.77,-999
1987,3,27,2.45,5.74,0.3,0.4,317.2,1.22,-999
1987,3,28,3.89,5.97,0.48,0.62,308.1,1.86,-999
1987,3,29,5.36,6.1,0.66,0.84,297.7,2.5,-999
1987,3,30,1.34,6.05,0.16,0.21,310.3,0.73,-999
1987,3,31,0.2,5.99,0.02,0.03,290.5,0.13,-999
1987,4,1,3.06,6.22,0.36,0.47,306.5,1.52,-999
1987,4,2,2.59,6.3,0.3,0.39,303,1.28,-999
1987,4,3,5.73,6.26,0.67,0.86,287.8,2.67,-999
1987,4,4,1.28,6.29,0.15,0.19,299.5,0.71,-999
1987,4,5,1.99,6.22,0.23,0.29,322.2,1.05,-999
1987,4,6,1.18,6.32,0.13,0.17,332.7,0.63,-999
1987,4,7,6.26,6.28,0.71,0.9,288.1,2.92,-999
1987,4,8,5.49,6.03,0.62,0.78,291.6,2.59,-999
1987,4,9,6.25,6.26,0.7,0.88,282.5,2.89,-999
1987,4,10,6.45,6.45,0.71,0.9,285.8,2.96,-999
1987,4,11,5.85,6.47,0.64,0.81,320.1,2.77,-999
1987,4,12,2.64,6.56,0.29,0.36,324,1.34,-999
1987,4,13,6.35,6.52,0.69,0.87,304.4,2.97,-999
1987,4,14,5.45,6.2,0.59,0.73,332,2.59,-999
1987,4,15,2.01,6.62,0.22,0.27,347.3,1.03,-999
1987,4,16,4.03,6.74,0.43,0.53,343.6,1.98,-999
1987,4,17,5.4,6.71,0.57,0.71,356.1,2.6,-999
1987,4,18,6.06,6.8,0.63,0.79,340.3,2.88,-999
1987,4,19,7.02,7.03,0.73,0.91,317.7,3.34,-999
1987,4,20,7.01,7.02,0.73,0.9,327,3.3,-999
1987,4,21,6.89,6.8,0.71,0.88,344.6,3.24,-999
1987,4,22,5.19,7,0.53,0.66,335.1,2.51,-999
1987,4,23,2.14,6.88,0.22,0.27,354.4,1.09,-999
1987,4,24,6.23,7.24,0.63,0.77,336.1,2.96,-999
1987,4,25,6.97,7.21,0.7,0.86,322.8,3.31,-999
1987,4,26,6.64,7.08,0.66,0.81,329.6,3.16,-999
1987,4,27,4.23,7.11,0.42,0.52,329.6,2.06,-999
1987,4,28,3.51,7.15,0.34,0.42,340.4,1.75,-999
1987,4,29,5.24,7.4,0.52,0.63,338.5,2.52,-999
1987,4,30,5.65,7.41,0.55,0.67,340.7,2.73,-999
1987,5,1,7.44,7.51,0.73,0.88,309.1,3.49,-999
1987,5,2,7.52,7.46,0.73,0.89,304.9,3.5,-999
1987,5,3,5.85,7.33,0.56,0.69,329.8,2.81,-999
1987,5,4,7.29,7.52,0.7,0.85,318.6,3.43,-999
1987,5,5,7.51,7.53,0.72,0.87,296.6,3.49,-999
1987,5,6,6.77,7.43,0.64,0.78,314.6,3.18,-999
1987,5,7,7.11,7.4,0.67,0.81,339.9,3.36,-999
1987,5,8,7.43,7.42,0.7,0.84,327.2,3.46,-999
1987,5,9,7.15,7.39,0.67,0.81,336.2,3.34,-999
1987,5,10,7.02,7.37,0.66,0.79,347.3,3.31,-999
1987,5,11,4.6,7.61,0.43,0.52,370.5,2.24,-999
1987,5,12,7.6,7.67,0.7,0.85,322.4,3.57,-999
1987,5,13,7.77,7.77,0.72,0.86,310.1,3.64,-999
1987,5,14,5.82,7.22,0.54,0.64,345.9,2.86,-999
1987,5,15,7.64,7.66,0.7,0.84,305.5,3.6,-999
1987,5,16,7.05,7.69,0.64,0.77,331.2,3.36,-999
1987,5,17,7.34,7.66,0.67,0.8,344.8,3.47,-999
1987,5,18,1.48,7.85,0.13,0.16,341.8,0.81,-999
1987,5,19,5.6,7.87,0.51,0.61,339.2,2.72,-999
1987,5,20,2.12,7.89,0.2,0.23,365.1,1.12,-999
1987,5,21,5.98,7.36,0.54,0.64,373,2.91,-999
1987,5,22,6.09,7.17,0.55,0.66,379.6,2.97,-999
1987,5,23,2.88,7.88,0.26,0.3,362.2,1.49,-999
1987,5,24,3.69,7.88,0.33,0.39,348.3,1.86,-999
1987,5,25,4.8,7.99,0.43,0.51,362,2.41,-999
1987,5,26,3.62,8.01,0.32,0.38,379.2,1.87,-999
1987,5,27,6.17,7.94,0.55,0.65,362.3,2.96,-999
1987,5,28,6.75,7.97,0.59,0.71,368,3.23,-999
1987,5,29,7.93,8.07,0.7,0.83,375.7,3.78,-999
1987,5,30,5.56,8.01,0.49,0.58,379.4,2.71,-999
1987,5,31,5.36,7.8,0.47,0.56,405,2.68,-999
1987,6,1,6.22,7.99,0.55,0.65,391.7,3.06,-999
1987,6,2,6.5,7.68,0.57,0.67,381.3,3.2,-999
1987,6,3,6.88,7.96,0.6,0.71,400.3,3.4,-999
1987,6,4,7.79,7.84,0.68,0.8,366.3,3.75,-999
1987,6,5,5.9,8.26,0.52,0.61,363.7,2.91,-999
1987,6,6,5.41,7.93,0.47,0.55,357.6,2.69,-999
1987,6,7,3.6,7.94,0.31,0.37,379.8,1.84,-999
1987,6,8,7.02,7.73,0.61,0.72,394.4,3.44,-999
1987,6,9,3.09,8.1,0.27,0.32,369.9,1.64,-999
1987,6,10,7.91,7.99,0.69,0.81,356.2,3.84,-999
1987,6,11,3.56,7.91,0.3,0.37,377.7,1.82,-999
1987,6,12,6.38,8.15,0.55,0.65,408.5,3.2,-999
1987,6,13,7.45,7.93,0.64,0.76,399.4,3.67,-999
1987,6,14,7.96,8.12,0.69,0.81,393,3.88,-999
1987,6,15,8.29,8.29,0.72,0.84,359.5,3.96,-999
1987,6,16,7.88,7.92,0.68,0.8,359.3,3.79,-999
1987,6,17,8.02,8.02,0.69,0.81,346.6,3.88,-999
1987,6,18,7.41,7.91,0.64,0.75,386.2,3.58,-999
1987,6,19,6.8,7.93,0.59,0.7,404.1,3.37,-999
1987,6,20,6.12,8.01,0.53,0.62,394.9,3.06,-999
1987,6,21,4.71,7.99,0.41,0.48,394.2,2.4,-999
1987,6,22,0.96,7.98,0.09,0.1,395.2,0.56,-999
1987,6,23,7.83,7.83,0.67,0.8,385.7,3.88,-999
1987,6,24,7.71,7.68,0.66,0.78,378.1,3.79,-999
1987,6,25,7.7,7.74,0.66,0.78,387.1,3.79,-999
1987,6,26,4.49,7.86,0.39,0.46,406.5,2.28,-999
1987,6,27,4.05,7.87,0.35,0.41,391.8,2.08,-999
1987,6,28,5.84,7.9,0.51,0.59,391.8,2.93,-999
1987,6,29,4.2,7.91,0.36,0.43,406.7,2.15,-999
1987,6,30,5.32,7.89,0.46,0.55,398.3,2.65,-999
1987,7,1,6.39,7.88,0.55,0.66,391.8,3.16,-999
1987,7,2,1.45,8.1,0.12,0.15,396.5,0.81,-999
1987,7,3,3.05,7.94,0.27,0.31,402.3,1.62,-999
1987,7,4,6.87,8.15,0.59,0.7,390.4,3.41,-999
1987,7,5,8.22,8.06,0.72,0.84,381,3.97,-999
1987,7,6,4.27,7.48,0.38,0.44,417.9,2.18,-999
1987,7,7,5.64,7.68,0.49,0.59,418.9,2.83,-999
1987,7,8,4.71,7.63,0.41,0.48,409.3,2.4,-999
1987,7,9,5.91,7.43,0.52,0.62,408.3,2.93,-999
1987,7,10,6.24,7.13,0.55,0.65,410.9,3.12,-999
1987,7,11,7.48,7.43,0.66,0.78,399.4,3.65,-999
1987,7,12,7.28,7.34,0.64,0.76,403.3,3.57,-999
1987,7,13,5.96,7.89,0.52,0.62,413.7,2.99,-999
1987,7,14,3.07,7.75,0.27,0.32,392.5,1.63,-999
1987,7,15,6.5,7.75,0.58,0.69,389.7,3.24,-999
1987,7,16,6.24,7.48,0.55,0.66,394.1,3.1,-999
1987,7,17,7.14,7.06,0.63,0.76,384.1,3.52,-999
1987,7,18,6.77,6.63,0.6,0.72,399.9,3.4,-999
1987,7,19,5.94,7.26,0.53,0.63,416.8,2.99,-999
1987,7,20,7.49,7.49,0.67,0.8,385.6,3.65,-999
1987,7,21,7.59,7.7,0.69,0.81,393.9,3.68,-999
1987,7,22,7.7,7.67,0.7,0.83,376.5,3.69,-999
1987,7,23,5.89,6.74,0.53,0.64,413.1,2.98,-999
1987,7,24,6.75,6.91,0.62,0.73,424.8,3.36,-999
1987,7,25,7.39,7.95,0.67,0.8,398.7,3.58,-999
1987,7,26,6.83,7.06,0.62,0.75,385,3.35,-999
1987,7,27,6.78,7.12,0.62,0.75,371.8,3.33,-999
1987,7,28,7.3,7.3,0.67,0.8,361.5,3.55,-999
1987,7,29,6.64,7.04,0.62,0.73,385.3,3.26,-999
1987,7,30,6.29,6.84,0.59,0.7,398.8,3.12,-999
1987,7,31,7.43,7.44,0.7,0.84,369.8,3.52,-999
1987,8,1,7.15,7.49,0.67,0.8,371.4,3.36,-999
1987,8,2,1.15,7.14,0.11,0.13,410.7,0.64,-999
1987,8,3,6.75,6.84,0.64,0.77,384.8,3.3,-999
1987,8,4,4.6,6.96,0.44,0.52,408.5,2.34,-999
1987,8,5,6.03,7.09,0.57,0.7,392,2.99,-999
1987,8,6,6.23,7.17,0.59,0.72,371.8,3.04,-999
1987,8,7,4.93,6.56,0.48,0.57,401.3,2.51,-999
1987,8,8,4.6,6.93,0.45,0.54,392.3,2.31,-999
1987,8,9,0.48,6.96,0.05,0.05,396.3,0.3,-999
1987,8,10,6.71,6.76,0.66,0.8,374.1,3.27,-999
1987,8,11,7.08,7.15,0.7,0.84,360.9,3.44,-999
1987,8,12,6.97,6.97,0.69,0.84,372.7,3.42,-999
1987,8,13,6,6.09,0.59,0.73,399.3,3.01,-999
1987,8,14,5.06,5.39,0.5,0.62,418.8,2.58,-999
1987,8,15,6.16,6.24,0.62,0.75,398.2,3.02,-999
1987,8,16,5.21,5.99,0.52,0.64,421.1,2.69,-999
1987,8,17,4.56,6.18,0.46,0.56,408.6,2.3,-999
1987,8,18,5.99,6.34,0.61,0.75,392.1,2.98,-999
1987,8,19,6.3,6.48,0.64,0.79,381.5,3.07,-999
1987,8,20,6.08,6.57,0.62,0.77,365,2.92,-999
1987,8,21,5.09,6.16,0.52,0.65,386.4,2.55,-999
1987,8,22,4.72,6.02,0.49,0.61,399.7,2.38,-999
1987,8,23,6.06,6.37,0.63,0.78,366.6,2.97,-999
1987,8,24,5.81,5.92,0.61,0.76,365.4,2.88,-999
1987,8,25,5.12,6.36,0.54,0.67,387.1,2.55,-999
1987,8,26,2.6,6.36,0.28,0.34,380.7,1.37,-999
1987,8,27,1.69,6.45,0.18,0.23,389.2,0.94,-999
1987,8,28,1.21,6.37,0.13,0.16,386.8,0.68,-999
1987,8,29,3.96,5.99,0.43,0.54,388.3,2.02,-999
1987,8,30,5.8,6.12,0.63,0.8,360.6,2.81,-999
1987,8,31,2.54,6.14,0.28,0.35,385.2,1.31,-999
1987,9,1,3.22,6.11,0.36,0.45,380.6,1.65,-999
1987,9,2,5.16,6.18,0.58,0.73,362.9,2.52,-999
1987,9,3,5.6,5.97,0.63,0.8,344.3,2.68,-999
1987,9,4,5.97,5.97,0.68,0.86,348.8,2.92,-999
1987,9,5,4.82,5.86,0.55,0.7,370.6,2.36,-999
1987,9,6,2.62,5.9,0.3,0.38,395.8,1.38,-999
1987,9,7,4.65,6.06,0.54,0.69,389.6,2.3,-999
1987,9,8,0.99,5.84,0.12,0.15,383,0.55,-999
1987,9,9,5.55,5.79,0.66,0.84,377.4,2.75,-999
1987,9,10,5.97,5.88,0.71,0.91,360.4,2.91,-999
1987,9,11,2.45,5.71,0.3,0.38,385.5,1.26,-999
1987,9,12,1.37,5.64,0.16,0.21,399.4,0.73,-999
1987,9,13,3.06,4.74,0.38,0.48,384.4,1.56,-999
1987,9,14,4.98,5.43,0.61,0.8,343.3,2.4,-999
1987,9,15,4.73,5.37,0.59,0.76,357.8,2.31,-999
1987,9,16,4.16,5.66,0.52,0.68,360,2.01,-999
1987,9,17,1.65,5.51,0.21,0.27,386.4,0.86,-999
1987,9,18,0.84,5.34,0.11,0.14,375.5,0.47,-999
1987,9,19,0.76,5.39,0.1,0.12,376.1,0.44,-999
1987,9,20,2.26,5.18,0.29,0.38,377.3,1.18,-999
1987,9,21,3.04,5.01,0.4,0.52,366.2,1.52,-999
1987,9,22,3.51,4.94,0.46,0.61,358.2,1.73,-999
1987,9,23,4.46,5.16,0.59,0.79,351.6,2.2,-999
1987,9,24,5.09,5.34,0.69,0.91,322.2,2.4,-999
1987,9,25,4.85,5.1,0.66,0.88,322.9,2.28,-999
1987,9,26,4.65,5,0.64,0.86,339.2,2.24,-999
1987,9,27,3.36,4.88,0.47,0.62,350.5,1.65,-999
1987,9,28,4.73,4.8,0.66,0.89,347.3,2.27,-999
1987,9,29,1.82,4.88,0.26,0.35,362.5,0.89,-999
1987,9,30,4,4.53,0.57,0.77,337.1,1.92,-999
1987,10,1,4.1,4.62,0.59,0.8,324.8,1.96,-999
1987,10,2,1.53,4.41,0.23,0.3,351.6,0.79,-999
1987,10,3,3.18,4.81,0.47,0.64,332.8,1.56,-999
1987,10,4,3.59,4.56,0.54,0.73,305.7,1.68,-999
1987,10,5,4.49,4.54,0.68,0.93,325.2,2.13,-999
1987,10,6,2.98,4.28,0.45,0.62,338.6,1.44,-999
1987,10,7,1.37,4.42,0.21,0.29,327.5,0.71,-999
1987,10,8,2.64,4.36,0.41,0.57,331.2,1.3,-999
1987,10,9,1.6,4.31,0.25,0.35,338.6,0.82,-999
1987,10,10,2.05,4.26,0.33,0.46,326,1.02,-999
1987,10,11,2.75,4.18,0.45,0.62,324.2,1.33,-999
1987,10,12,3.34,4.31,0.55,0.77,324.4,1.59,-999
1987,10,13,4.13,4.17,0.68,0.97,286.7,1.92,-999
1987,10,14,3.89,3.88,0.65,0.92,291,1.84,-999
1987,10,15,3.5,3.8,0.59,0.84,302,1.64,-999
1987,10,16,4.1,4.14,0.7,1.01,310.5,1.9,-999
1987,10,17,2,3.94,0.34,0.5,327.2,0.97,-999
1987,10,18,1.64,3.83,0.29,0.41,320.1,0.82,-999
1987,10,19,2.3,3.2,0.41,0.59,324.1,1.13,-999
1987,10,20,0.76,3.67,0.13,0.2,341.3,0.4,-999
1987,10,21,1.5,3.79,0.27,0.4,311.6,0.75,-999
1987,10,22,1.92,3.92,0.35,0.52,304.4,0.93,-999
1987,10,23,2.84,3.52,0.53,0.77,299.3,1.3,-999
1987,10,24,2.83,3.42,0.53,0.79,299.3,1.33,-999
1987,10,25,3.02,3.51,0.58,0.85,285,1.42,-999
1987,10,26,3.47,3.49,0.67,1,283.1,1.61,-999
1987,10,27,0.71,3.41,0.14,0.21,319.8,0.37,-999
1987,10,28,2.99,3.35,0.59,0.89,287.2,1.39,-999
1987,10,29,2.63,3.15,0.53,0.8,322.4,1.24,-999
1987,10,30,1.85,3.34,0.38,0.57,313.4,0.91,-999
1987,10,31,3.3,3.34,0.68,1.03,291.6,1.52,-999
1987,11,1,2.28,3.4,0.48,0.73,333.9,1.08,-999
1987,11,2,2.91,3.29,0.61,0.94,333.8,1.37,-999
1987,11,3,1.46,3.32,0.31,0.48,338.7,0.71,-999
1987,11,4,2.49,3.11,0.54,0.83,336.5,1.22,-999
1987,11,5,2.31,3.12,0.51,0.78,310.5,1.09,-999
1987,11,6,2.32,2.97,0.52,0.8,286.6,1.08,-999
1987,11,7,2.56,2.98,0.57,0.9,290.7,1.2,-999
1987,11,8,0.68,2.95,0.16,0.24,307.9,0.36,-999
1987,11,9,1.88,2.91,0.43,0.68,300,0.91,-999
1987,11,10,2.1,2.93,0.49,0.77,276.1,0.99,-999
1987,11,11,2.79,3.06,0.66,1.05,262.5,1.23,-999
1987,11,12,0.97,2.92,0.23,0.37,309.4,0.49,-999
1987,11,13,2.38,2.9,0.58,0.92,306.8,1.11,-999
1987,11,14,2.71,2.78,0.66,1.06,291.9,1.22,-999
1987,11,15,2.46,2.64,0.61,0.98,308,1.11,-999
1987,11,16,2.37,2.72,0.59,0.96,300,1.09,-999
1987,11,17,0.99,2.76,0.25,0.41,319.3,0.51,-999
1987,11,18,1.61,2.76,0.41,0.67,300.3,0.74,-999
1987,11,19,2.62,2.67,0.68,1.11,279.4,1.18,-999
1987,11,20,2.42,2.67,0.63,1.04,275.8,1.1,-999
1987,11,21,2.1,2.68,0.55,0.91,258.2,0.95,-999
1987,11,22,2.12,2.57,0.57,0.94,266.4,0.98,-999
1987,11,23,1.75,2.61,0.48,0.79,285.2,0.81,-999
1987,11,24,1.7,2.56,0.46,0.77,286.9,0.78,-999
1987,11,25,0.56,2.42,0.16,0.26,291.3,0.27,-999
1987,11,26,2.25,2.51,0.62,1.05,253.3,1.01,-999
1987,11,27,1.07,2.4,0.3,0.51,301.9,0.51,-999
1987,11,28,0.89,2.42,0.25,0.43,290.9,0.43,-999
1987,11,29,0.89,2.4,0.25,0.43,289.9,0.42,-999
1987,11,30,1.72,2.46,0.5,0.84,278.5,0.79,-999
1987,12,1,1.36,2.33,0.39,0.67,283.8,0.62,-999
1987,12,2,1.42,2.38,0.41,0.71,271,0.67,-999
1987,12,3,1.21,2.33,0.36,0.62,267.2,0.56,-999
1987,12,4,1.85,2.37,0.55,0.95,262.4,0.85,-999
1987,12,5,1.15,2.2,0.34,0.59,255.9,0.53,-999
1987,12,6,2.26,2.28,0.68,1.17,233.2,0.99,-999
1987,12,7,1.96,2.28,0.59,1.03,265.7,0.88,-999
1987,12,8,0.89,2.2,0.27,0.47,289.4,0.43,-999
1987,12,9,0.84,2.2,0.26,0.45,292.1,0.39,-999
1987,12,10,0.91,2.09,0.28,0.49,287,0.46,-999
1987,12,11,1.85,2.23,0.57,1,267.5,0.84,-999
1987,12,12,1.44,2.19,0.45,0.78,289,0.66,-999
1987,12,13,1.9,2.26,0.59,1.04,257.8,0.86,-999
1987,12,14,1.14,2.18,0.36,0.62,283.7,0.54,-999
1987,12,15,0.15,2.14,0.05,0.09,281.6,0.09,-999
1987,12,16,1.05,2.14,0.34,0.59,277.9,0.5,-999
1987,12,17,1.45,2.2,0.46,0.8,247.8,0.67,-999
1987,12,18,1.65,2.18,0.52,0.92,262.4,0.74,-999
1987,12,19,0.95,2.1,0.3,0.53,282.1,0.45,-999
1987,12,20,1.12,2.17,0.36,0.62,266.7,0.53,-999
1987,12,21,2.17,2.22,0.7,1.22,248,0.96,-999
1987,12,22,1.33,2.14,0.42,0.74,274.3,0.62,-999
1987,12,23,2.04,2.07,0.65,1.14,265.2,0.9,-999
1987,12,24,0.82,2.16,0.26,0.46,284.6,0.39,-999
1987,12,25,0.76,2.2,0.24,0.42,284.6,0.37,-999
1987,12,26,1.82,2.19,0.58,1.01,256,0.81,-999
1987,12,27,2.1,2.2,0.66,1.16,246.7,0.93,-999
1987,12,28,0.9,2.15,0.28,0.49,258.4,0.43,-999
1987,12,29,1.83,2.21,0.58,1.01,239.3,0.81,-999
1987,12,30,1.79,2.28,0.56,0.98,233.5,0.8,-999
1987,12,31,0.87,2.2,0.27,0.48,264.9,0.41,-999
1988,1,1,1.24,2.25,0.38,0.67,244.9,0.57,-999
1988,1,2,2,2.34,0.62,1.08,228.7,0.88,-999
1988,1,3,2.2,2.31,0.68,1.18,231.3,0.93,-999
1988,1,4,1.63,2.28,0.5,0.87,240.3,0.73,-999
1988,1,5,2.01,2.37,0.61,1.05,216.6,0.88,-999
1988,1,6,1.92,2.43,0.58,1.01,233.6,0.86,-999
1988,1,7,1.24,2.36,0.37,0.64,246.1,0.56,-999
1988,1,8,1.55,2.42,0.46,0.8,248.9,0.71,-999
1988,1,9,1.85,2.28,0.55,0.94,246.5,0.82,-999
1988,1,10,2.01,2.39,0.59,1.01,244.6,0.88,-999
1988,1,11,1.11,2.43,0.32,0.55,257.9,0.53,-999
1988,1,12,1.55,2.47,0.45,0.77,274.1,0.72,-999
1988,1,13,2.19,2.51,0.62,1.06,259.7,0.96,-999
1988,1,14,1.84,2.53,0.52,0.88,250.8,0.84,-999
1988,1,15,1.76,2.54,0.49,0.84,236.4,0.81,-999
1988,1,16,2.14,2.67,0.59,1,271.3,0.96,-999
1988,1,17,0.9,2.67,0.25,0.41,271,0.46,-999
1988,1,18,1.75,2.59,0.48,0.8,258.3,0.79,-999
1988,1,19,2.4,2.68,0.65,1.08,234.4,1.06,-999
1988,1,20,2,2.68,0.53,0.89,276.8,0.89,-999
1988,1,21,1.87,2.56,0.49,0.82,251.5,0.84,-999
1988,1,22,2.55,2.74,0.66,1.09,233,1.11,-999
1988,1,23,1.32,2.74,0.34,0.56,262.1,0.62,-999
1988,1,24,0.2,2.84,0.05,0.09,275.5,0.12,-999
1988,1,25,2.14,2.85,0.54,0.88,251.5,0.96,-999
1988,1,26,1.62,2.85,0.41,0.66,258.2,0.75,-999
1988,1,27,2.4,2.96,0.59,0.96,245,1.08,-999
1988,1,28,2.54,3.01,0.62,1,239.7,1.13,-999
1988,1,29,0.1,2.98,0.02,0.04,264.3,0.06,-999
1988,1,30,0.3,3.07,0.07,0.12,288.4,0.15,-999
1988,1,31,1.3,3.05,0.3,0.48,295,0.59,-999
1988,2,1,1.46,3.14,0.34,0.54,267,0.72,-999
1988,2,2,2.73,3.18,0.62,0.99,243.3,1.25,-999
1988,2,3,2.22,3.13,0.5,0.79,250.3,1.03,-999
1988,2,4,1.9,3.21,0.42,0.66,263.9,0.97,-999
1988,2,5,2.52,3.11,0.55,0.87,245.9,1.13,-999
1988,2,6,2.87,3.28,0.62,0.97,246.1,1.32,-999
1988,2,7,2.63,3.25,0.56,0.88,207.7,1.2,-999
1988,2,8,2.95,3.32,0.62,0.97,235.1,1.32,-999
1988,2,9,3.19,3.39,0.67,1.03,251.4,1.42,-999
1988,2,10,1.87,3.47,0.39,0.59,255.1,0.88,-999
1988,2,11,1.02,3.45,0.21,0.31,257.2,0.51,-999
1988,2,12,2.22,3.66,0.45,0.68,262.1,1.02,-999
1988,2,13,3.14,3.74,0.62,0.95,255.1,1.39,-999
1988,2,14,2.57,3.66,0.51,0.76,277.2,1.19,-999
1988,2,15,2.33,3.71,0.45,0.68,259.4,1.09,-999
1988,2,16,2.64,3.74,0.51,0.76,264.4,1.22,-999
1988,2,17,3.39,3.72,0.64,0.95,263.6,1.51,-999
1988,2,18,3.86,3.91,0.72,1.07,237.6,1.69,-999
1988,2,19,0.14,3.92,0.02,0.04,268.5,0.08,-999
1988,2,20,3.19,3.94,0.58,0.85,267.6,1.45,-999
1988,2,21,3.45,4.04,0.62,0.91,247,1.56,-999
1988,2,22,3.1,4.15,0.55,0.8,273,1.44,-999
1988,2,23,3.42,4.2,0.6,0.88,257.9,1.57,-999
1988,2,24,2.57,4.03,0.45,0.64,242.1,1.2,-999
1988,2,25,3.47,4.15,0.59,0.85,231.4,1.57,-999
1988,2,26,2.01,4.24,0.34,0.49,263.9,0.99,-999
1988,2,27,3.17,4.32,0.53,0.76,277.6,1.51,-999
1988,2,28,1.88,4.48,0.31,0.45,267.9,0.85,-999
1988,2,29,3.25,4.55,0.53,0.75,241.6,1.49,-999
1988,3,1,3.33,4.56,0.54,0.76,246.7,1.55,-999
1988,3,2,2.36,4.66,0.38,0.53,281.4,1.15,-999
1988,3,3,3.56,4.7,0.56,0.79,249.7,1.67,-999
1988,3,4,3.88,4.67,0.6,0.84,233.8,1.77,-999
1988,3,5,4.74,4.81,0.73,1.02,226,2.06,-999
1988,3,6,4.68,4.67,0.71,0.99,243.1,2.06,-999
1988,3,7,4.87,4.86,0.73,1.02,243.7,2.17,-999
1988,3,8,4.03,4.91,0.6,0.83,275.4,1.87,-999
1988,3,9,0.91,4.88,0.13,0.19,298.2,0.49,-999
1988,3,10,4.93,4.92,0.72,0.98,237.2,2.19,-999
1988,3,11,4.72,5.08,0.68,0.93,261.4,2.12,-999
1988,3,12,2.8,5.24,0.4,0.54,269.1,1.34,-999
1988,3,13,1.84,5.24,0.26,0.35,293.1,0.93,-999
1988,3,14,3.02,5.1,0.42,0.57,276.1,1.44,-999
1988,3,15,4.27,5.14,0.59,0.8,266.3,1.93,-999
1988,3,16,4.3,5.4,0.59,0.79,282.8,2,-999
1988,3,17,5.45,5.5,0.73,0.98,237.9,2.45,-999
1988,3,18,2.99,5.46,0.4,0.54,281.4,1.45,-999
1988,3,19,4.86,5.55,0.65,0.86,254.9,2.19,-999
1988,3,20,3.79,5.58,0.5,0.66,280,1.78,-999
1988,3,21,4.94,5.74,0.64,0.85,263.5,2.27,-999
1988,3,22,5.04,5.86,0.65,0.86,264.2,2.32,-999
1988,3,23,5.35,5.86,0.68,0.9,268.6,2.44,-999
1988,3,24,2.86,5.71,0.36,0.48,301.1,1.39,-999
1988,3,25,2.37,5.98,0.3,0.39,300,1.12,-999
1988,3,26,1.93,5.88,0.24,0.31,320.4,0.98,-999
1988,3,27,2.24,5.86,0.27,0.36,294.9,1.13,-999
1988,3,28,5.08,5.98,0.62,0.8,271.9,2.36,-999
1988,3,29,5.17,6.07,0.62,0.81,310.8,2.43,-999
1988,3,30,1.9,6.18,0.23,0.3,321.7,0.96,-999
1988,3,31,5.71,6.34,0.68,0.88,273.4,2.62,-999
1988,4,1,3.27,5.95,0.38,0.5,306.5,1.6,-999
